t,dt_r0,dt_r1,dt_l0,dt_l1
0.0,nan,nan,nan,nan
0.0014548710000781,nan,nan,nan,nan
0.022781630000054,nan,nan,nan,nan
0.0440908340000305,nan,nan,nan,nan
0.0653988149999804,nan,nan,nan,nan
0.086716851999995,nan,nan,nan,nan
0.1080144449999807,nan,nan,nan,nan
0.1293141109999851,nan,nan,nan,nan
0.1506092780000472,nan,nan,nan,nan
0.1719535370000358,nan,nan,nan,nan
0.1932667780000656,nan,nan,nan,nan
0.2145966670000234,nan,nan,nan,nan
0.2359031110000842,nan,nan,nan,nan
0.2572097590000339,nan,nan,nan,nan
0.2785064450000618,nan,nan,nan,nan
0.2998106480000615,nan,nan,nan,nan
0.3211145190000479,nan,nan,nan,nan
0.3424112220000097,nan,nan,nan,nan
0.3637149630000067,nan,nan,nan,nan
0.3850107040000239,nan,nan,nan,nan
0.4064168890000701,nan,nan,nan,nan
0.4277244260000543,nan,nan,nan,nan
0.4490454259999978,nan,nan,nan,nan
0.4703405000000202,nan,nan,nan,nan
0.4916348149999976,nan,nan,nan,nan
0.5129590190000499,nan,nan,nan,nan
0.5343104260000473,nan,nan,nan,nan
0.5556064260000539,nan,nan,nan,nan
0.5769035740000845,nan,nan,nan,nan
0.5982031480000387,-1.4421768707482991,0.9965930018416205,-1.4339622641509435,0.9185823754789271
0.6194971109999869,-1.409523809523809,0.9915469613259666,-1.4393530997304584,0.9710727969348656
0.6408525550000377,-1.3931972789115643,1.0546224677716391,-1.4474393530997305,1.01044061302682
0.662210277999975,-1.765986394557824,0.6938305709023941,-1.175202156334232,1.349003831417624
0.6835462220000181,-1.4693877551020404,0.7493370165745858,-1.2587601078167117,1.1049233716475098
0.7048672959999749,-1.3360544217687071,0.7947513812154692,-1.180592991913747,0.9448275862068966
0.7261659440000585,-1.183673469387755,0.691307550644567,-1.2021563342318056,0.8004789272030649
0.7475002410000116,-0.734693877551021,0.812412523020258,-1.3477088948787062,0.4855363984674327
0.7687948149999784,-0.8598639455782319,0.3910681399631675,-0.8032345013477094,0.4540421455938694
0.7901321479999979,-0.8435374149659858,0.3759300184162067,-0.8840970350404315,0.30969348659003754
0.8114326290000236,-0.7836734693877551,0.3582688766114183,-0.7358490566037735,0.30706896551724155
0.8327257780000537,-0.8897959183673468,0.2851012891344387,-0.7439353099730458,0.4199233716475097
0.8540618150000228,-0.8054421768707484,0.3658379373848987,-0.703504043126685,0.35168582375478885
0.8753764809999893,-0.7945578231292517,0.2951933701657457,-0.6873315363881398,0.4094252873563221
0.8966799440000841,-0.7891156462585036,0.39611418047882174,-0.711590296495957,0.3936781609195402
0.9180243519999748,-0.7646258503401359,0.34817679558011083,-0.6954177897574122,0.4146743295019154
0.9393172960000128,-0.7156462585034015,0.28762430939226485,-0.673854447439353,0.35955938697318
